title,year,genre,plot,poster,rating,trailor
Meg 2: The Trench,2023,"Science Fiction, Action, Horror, Thriller",,https://image.tmdb.org/t/p/w500//umYbu5PWSi0rQjUXUQCBwNmJyAS.jpg,0.0,https://www.youtube.com/embed/None
Thirteen Lives,2022,"Drama, Thriller, Action, Adventure",,https://image.tmdb.org/t/p/w500//yi5KcJqFxy0D6yP8nCfcF8gJGg5.jpg,7.954,https://www.youtube.com/embed/KOhxPUrE0qs
The Day After Tomorrow,2004,"Action, Adventure, Science Fiction, Thriller","After years of increases in the greenhouse effect, havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",https://image.tmdb.org/t/p/w500//kNKy8eJemg6sCAMBgh4xrD0lleX.jpg,6.5,https://www.youtube.com/embed/Gjq9k2XoLv8
Men in Black: International,2019,"Comedy, Science Fiction, Action","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",https://image.tmdb.org/t/p/w500//dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,5.952,https://www.youtube.com/embed/seo9kgZSEy0
Sonic Drone Home,2022,"Animation, Action, Family, Comedy, Science Fiction","Sonic, Tails, and Knuckles encounter an abandoned Badnik drone which upgraded itself using parts from a junkyard, with the intention of conquering the world.",https://image.tmdb.org/t/p/w500//ifc2YN7eZeHKwaoiT0Xn8LiJCFb.jpg,6.948,https://www.youtube.com/embed/None
Superman,1978,"Science Fiction, Action, Adventure","Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",https://image.tmdb.org/t/p/w500//d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,7.119,https://www.youtube.com/embed/DRglvEvjcRg
Trigger Point,2021,"Action, Thriller",Nicolas Shaw is a retired U.S. special operative who becomes part of an elite 'invisible' team that quietly takes out the worst villains around the world.,https://image.tmdb.org/t/p/w500//qlXenN6jjgbsIyEJxBjkfkEU0q8.jpg,6.476,https://www.youtube.com/embed/2thMIHG2bIM
The 5th Wave,2016,"Science Fiction, Adventure, Action",16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,https://image.tmdb.org/t/p/w500//37vpRkrD4OxQN0MQ7C59eszkylh.jpg,5.931,https://www.youtube.com/embed/pMyfHZXjC04
Universal Soldier: Regeneration,2009,"Adventure, Action, Science Fiction, Thriller","When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",https://image.tmdb.org/t/p/w500//hYLzRwCcCyTVKGBRAiHEW7NOEni.jpg,5.624,https://www.youtube.com/embed/onhLCb5yBsc
One Piece Film: Z,2012,"Animation, Fantasy, Action, Adventure",,https://image.tmdb.org/t/p/w500//oP568qNH1LLEsoqGiZmf8deTOWc.jpg,7.5,https://www.youtube.com/embed/1gGt1Mg_zSo
El Camino: A Breaking Bad Movie,2019,"Crime, Drama, Thriller, Action","In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",https://image.tmdb.org/t/p/w500//ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,6.94,https://www.youtube.com/embed/rklOejPnD3Y
A Good Day to Die Hard,2013,"Action, Thriller",,https://image.tmdb.org/t/p/w500//qJ0csDXAVFMsNn0cRcjy6W6PxAK.jpg,5.303,https://www.youtube.com/embed/Nrd8MdjHTzk
Seven Samurai,1954,"Action, Drama","A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",https://image.tmdb.org/t/p/w500//8OKmBV5BUFzmozIC3pPWKHy17kx.jpg,8.456,https://www.youtube.com/embed/5dZioLIejeo
Hellboy II: The Golden Army,2008,"Fantasy, Action",,https://image.tmdb.org/t/p/w500//fGQAO4RgUzspO7L4u5KXirIn34s.jpg,6.751,https://www.youtube.com/embed/FvZv-WkgwOU
Ghost in the Shell,1995,"Action, Animation, Science Fiction",,https://image.tmdb.org/t/p/w500//9gC88zYUBARRSThcG93MvW14sqx.jpg,7.936,https://www.youtube.com/embed/8RF09G8Ymqg
Death Race: Inferno,2013,"Action, Science Fiction, Thriller","Carl Lucas / Frankenstein has won four of his races and needs to win one more to win his freedom. Before his final race, Lucas and his team, car and all, are transferred to another prison where they will compete in a Death Race in the desert. Also, at the same time, Ceaser runs into a marketer who wants to franchise the Death Race program.",https://image.tmdb.org/t/p/w500//aRV4oC61nmBqypSaXtMXOk99dOM.jpg,5.796,https://www.youtube.com/embed/FFMUtD_FZZM
The Last Samurai,2003,"Drama, Action, War","Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",https://image.tmdb.org/t/p/w500//lsasOSgYI85EHygtT5SvcxtZVYT.jpg,7.563,https://www.youtube.com/embed/QZpQrc0R6J0
The Patriot,2000,"Drama, History, War, Action","After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",https://image.tmdb.org/t/p/w500//fWZd815QxUCUcrWQZwUkAp9ljG.jpg,7.159,https://www.youtube.com/embed/R_C_dPHEWN0
Never Back Down,2008,"Drama, Action",,https://image.tmdb.org/t/p/w500//8oRUTyP1QAtGDMvRpKZyuyFPG0U.jpg,6.751,https://www.youtube.com/embed/2tc-RPjZRm8
Lone Survivor,2013,"War, Action, Drama, History","Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",https://image.tmdb.org/t/p/w500//zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,7.427,https://www.youtube.com/embed/0cPJ1ifjBDs
Prison Break: The Final Break,2009,"Action, Drama, Thriller","The movie covers the events which occurred in between the downfall of The Company and the finale of the TV series (SEASON 4). It details the arrest and incarceration of Sara Tancredi, the final escape plan which Michael devises for Sara, and reveals the ultimate fate of Gretchen Morgan.",https://image.tmdb.org/t/p/w500//wysK4kBW1u4VSXDfSbgODVC6Mst.jpg,7.504,https://www.youtube.com/embed/hKt0CqTR0_s
Mr. & Mrs. Smith,2005,"Action, Comedy, Drama, Thriller",,https://image.tmdb.org/t/p/w500//wzIO3ytxeSNt1wRpXLIdkNbGoDm.jpg,6.675,https://www.youtube.com/embed/TWB_icm5M38
The Transporter,2002,"Action, Crime, Thriller",,https://image.tmdb.org/t/p/w500//v3QIFUWgtVN4wejVuDZowuyJ20W.jpg,6.684,https://www.youtube.com/embed/FKp91KONPvY
Skyline,2010,"Science Fiction, Action","When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",https://image.tmdb.org/t/p/w500//8QpvbnNrtzijlwiM0bFVeilc6lc.jpg,4.966,https://www.youtube.com/embed/mnoW5-DmIUM
Star Trek Into Darkness,2013,"Action, Adventure, Science Fiction",,https://image.tmdb.org/t/p/w500//7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg,7.329,https://www.youtube.com/embed/gcSsn5f-w48
Elite Squad: The Enemy Within,2010,"Drama, Action, Crime",,https://image.tmdb.org/t/p/w500//89nThdmRxWYqglPRtJt1kZjP6UE.jpg,7.824,https://www.youtube.com/embed/_gnJB10WTpE
The Bourne Supremacy,2004,"Action, Drama, Thriller",,https://image.tmdb.org/t/p/w500//g09UIYfShY8uWGMGP3HkvWp8L8n.jpg,7.307,https://www.youtube.com/embed/zsrdBGr8NIk
Transporter 2,2005,"Action, Thriller, Crime","Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",https://image.tmdb.org/t/p/w500//cdm17vK8PxHfTi7ayZf6WKbOgUO.jpg,6.308,https://www.youtube.com/embed/rEggzzOVOyo
The Boy and the Beast,2015,"Action, Adventure, Animation, Drama, Family, Fantasy","Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.",https://image.tmdb.org/t/p/w500//kzKJxfIdZ70nsPfKyq7hlYlJwSx.jpg,8.014,https://www.youtube.com/embed/mnlQWM_F7AI
Resident Evil: Degeneration,2008,"Animation, Horror, Action, Science Fiction","Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage.",https://image.tmdb.org/t/p/w500//iyaJ1uZIogd3BWkgMVplmG2Cw6V.jpg,6.781,https://www.youtube.com/embed/pjuN0xUJssg
The Protector,2005,"Action, Crime, Drama, Thriller",,https://image.tmdb.org/t/p/w500//uKE9BxgtT5g2pE3ZKC7MnzsAbTZ.jpg,7.105,https://www.youtube.com/embed/8-XZf1a6_R4
Underworld: Rise of the Lycans,2009,"Fantasy, Action, Thriller",,https://image.tmdb.org/t/p/w500//yW9gF7rGn8EoV8B8rxOx1xjxVZf.jpg,6.489,https://www.youtube.com/embed/7HCWQjIHJic
Promare,2019,"Animation, Action, Science Fiction","Galo and the Burning Rescue Fire Department face off against BURNISH, a group of mutants who are able to control and wield flames, and the fire disaster they have unleashed on Earth.",https://image.tmdb.org/t/p/w500//4fVcLdImgW2EXQyrflA5oLTvwCD.jpg,7.019,https://www.youtube.com/embed/TsnUub4fQtI
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,2019,"Action, Adventure, Comedy, Fantasy, Romance, Animation",,https://image.tmdb.org/t/p/w500//78x3RRydNXvdB8BhJAwZz42g1Q1.jpg,7.8,https://www.youtube.com/embed/a0WTZ9WtRog
xXx: State of the Union,2005,"Action, Adventure, Crime, Mystery, Thriller",Darius Stone's criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert.,https://image.tmdb.org/t/p/w500//MM1r8HQUn6VG0Njr8S6cmXHyvJ.jpg,5.001,https://www.youtube.com/embed/TS8Pl4tsJGQ
Pokémon the Movie: Hoopa and the Clash of Ages,2015,"Family, Adventure, Animation, Action, Fantasy",,https://image.tmdb.org/t/p/w500//8BJpDeJgzvWzXTjXSoaOuSr7imK.jpg,6.768,https://www.youtube.com/embed/mi-fahz-YY4
Fantastic Four: Rise of the Silver Surfer,2007,"Adventure, Fantasy, Action, Thriller","The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",https://image.tmdb.org/t/p/w500//9wRfzTcMyyzkQxVDqBHv8RwuZOv.jpg,5.6,https://www.youtube.com/embed/Wiu5eZ_7vSY
Teenage Mutant Ninja Turtles,1990,"Science Fiction, Action, Adventure, Comedy, Family","A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",https://image.tmdb.org/t/p/w500//shfAU6xIIEAEtsloIT3n9Fscz2E.jpg,6.61,https://www.youtube.com/embed/CjwFVkAYZts
Avengers Confidential: Black Widow & Punisher,2014,"Animation, Science Fiction, Action","When the Punisher takes out a black-market weapons dealer, he stumbles upon a far-reaching terrorist plot devised by a group known as Leviathan.",https://image.tmdb.org/t/p/w500//hRBXP91ATK5j1u0ibvrQLbxQr8c.jpg,6.303,https://www.youtube.com/embed/s5mpaToJ6V8
The King of Fighters,2010,"Action, Thriller, Science Fiction",,https://image.tmdb.org/t/p/w500//qDI6PbIjeEdLUoPHGaZqDMV9Fdx.jpg,5.22,https://www.youtube.com/embed/oy-LMbfTAGQ
Thunder Force,2021,"Action, Adventure, Comedy, Science Fiction","In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",https://image.tmdb.org/t/p/w500//3mKMWP5OokB7QpcOMA1yl8BXFAF.jpg,5.607,https://www.youtube.com/embed/qnx6-YLXFwg
"Batman: The Dark Knight Returns, Part 2",2013,"Science Fiction, Action, Animation, Mystery",Batman has stopped the reign of terror that The Mutants had cast upon his city. Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,https://image.tmdb.org/t/p/w500//arEZYd6uMOFTILne9Ux0A8qctMe.jpg,7.966,https://www.youtube.com/embed/dD2VyqyKvwg
Escape Plan 2: Hades,2018,"Action, Crime, Thriller","Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",https://image.tmdb.org/t/p/w500//A6tb8JNrie2qT8JC2tGqshayuck.jpg,5.12,https://www.youtube.com/embed/6Q7vVt-MeXk
Now You See Me 2,2016,"Crime, Thriller, Action, Mystery","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",https://image.tmdb.org/t/p/w500//A81kDB6a1K86YLlcOtZB27jriJh.jpg,6.824,https://www.youtube.com/embed/fkhNUDh1PP4
Rogue Hostage,2021,"Action, Thriller",A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfather's store.,https://image.tmdb.org/t/p/w500//ePYagdzUwKpzTP73n9CD3D1MFn.jpg,5.9,https://www.youtube.com/embed/edpc-JywJgc
Centauro,2022,"Action, Crime, Thriller","Rafa's hooked on the pure, fiery feelings he gets from speed racing, but when his kid's mom gets mixed up with drug dealers, he burns rubber to save her.",https://image.tmdb.org/t/p/w500//wOx97MJOxEoR38aoya3lopyrlYC.jpg,6.3,https://www.youtube.com/embed/None
Mechanic: Resurrection,2016,"Action, Crime, Thriller","Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",https://image.tmdb.org/t/p/w500//h651SE7s5z9hbKDiwn38Iubkz5w.jpg,5.938,https://www.youtube.com/embed/QF903RaKLvs
Blood and Bone,2009,"Action, Drama, Thriller","In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",https://image.tmdb.org/t/p/w500//4XoqjwKhqN3GlGt0fQtcY2OhkZq.jpg,7.367,https://www.youtube.com/embed/d5zwiWqtKIE
Dragon Ball Z: Dead Zone,1989,"Animation, Action, Fantasy","In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",https://image.tmdb.org/t/p/w500//ywtyEDTM2YO7qod7USNNwhrAfvA.jpg,6.668,https://www.youtube.com/embed/B4VX95mjiT4
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",https://image.tmdb.org/t/p/w500//2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,7.877,https://www.youtube.com/embed/WTt8cCIvGYI
Avatar 5,2028,"Action, Adventure, Science Fiction",,https://image.tmdb.org/t/p/w500//rtmmvqkIC5zDMEd638Es2woxbz8.jpg,0.0,https://www.youtube.com/embed/None
Astro Boy,2009,"Animation, Action, Family, Science Fiction",,https://image.tmdb.org/t/p/w500//fYOJaaCpqq1NatziVJntmsXXDi8.jpg,6.3,https://www.youtube.com/embed/HIzvNSXXQWg
True Lies,1994,"Action, Thriller","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",https://image.tmdb.org/t/p/w500//pweFTnzzTfGK68woSVkiTgjLzWm.jpg,7.044,https://www.youtube.com/embed/Qw4hz62r-Kk
Hard Target,1993,Action,"When a woman's father goes missing, she enlists a local to aid in her search. The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",https://image.tmdb.org/t/p/w500//kufvuQYWdl82sYzmhy2naBLyMui.jpg,6.296,https://www.youtube.com/embed/-pzx4IeYYFg
Inferno,2016,"Mystery, Thriller, Drama, Action","After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",https://image.tmdb.org/t/p/w500//dtMJQzCxw2AY6tfcxhzlFpiD3BM.jpg,6.051,https://www.youtube.com/embed/RH2BD49sEZI
The Outlaws,2017,"Action, Crime","In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",https://image.tmdb.org/t/p/w500//pUd1FYQb5r55RqXpx08dnCbP1fs.jpg,7.814,https://www.youtube.com/embed/MvPaDziB-ac
Hitman's Wife's Bodyguard,2021,"Action, Comedy, Thriller",,https://image.tmdb.org/t/p/w500//6zwGWDpY8Zu0L6W4SYWERBR8Msw.jpg,6.744,https://www.youtube.com/embed/Qcyywmf_g6g
Transformers: Beginnings,2006,"Animation, Action, Thriller, Science Fiction","On their home planet of Cybertron, the Autobots and Decepticons are involved in an explosive battle over the coveted AllSpark. With the fate of the universe at stake, the Autobots send it far from the reaches of the ruthless Megatron, leader of the Decepticons. But there are even more surprises in store when it crash-lands on Earth.",https://image.tmdb.org/t/p/w500//q61s5H2DRHSJYx75adOtTL3aFuY.jpg,6.902,https://www.youtube.com/embed/None
Face/Off,1997,"Action, Crime, Science Fiction, Thriller","In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.",https://image.tmdb.org/t/p/w500//69Xzn8UdPbVnmqSChKz2RTpoNfB.jpg,7.012,https://www.youtube.com/embed/3zebJ_NoduE
Sherlock Holmes,2009,"Action, Adventure, Crime, Mystery",Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,https://image.tmdb.org/t/p/w500//momkKuWburNTqKBF6ez7rvhYVhE.jpg,7.199,https://www.youtube.com/embed/LiBzbNk0lZ0
LEGO Star Wars Terrifying Tales,2021,"Animation, Family, Science Fiction, Comedy, Action, Horror, TV Movie","Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.",https://image.tmdb.org/t/p/w500//fYiaBZDjyXjvlY6EDZMAxIhBO1I.jpg,6.8,https://www.youtube.com/embed/a4Xyiun4LXs
"Batman: The Dark Knight Returns, Part 1",2012,"Science Fiction, Action, Animation, Mystery","Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?",https://image.tmdb.org/t/p/w500//kkjTbwV1Xnj8wBL52PjOcXzTbnb.jpg,7.743,https://www.youtube.com/embed/J0H7Du2txOE
How I Became a Superhero,2020,"Science Fiction, Adventure, Action, Comedy, Thriller",,https://image.tmdb.org/t/p/w500//d0wn9YtEnmbucx8ZUsT918ctoiK.jpg,6.133,https://www.youtube.com/embed/CI6MV7ZTCbg
Spy Kids 3-D: Game Over,2003,"Action, Adventure, Comedy, Family, Science Fiction","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",https://image.tmdb.org/t/p/w500//oP53PyexPlQd1xDt8kkvX5LdQdT.jpg,5.077,https://www.youtube.com/embed/mx0lo-xCljA
The Misfits,2021,"Action, Thriller","After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",https://image.tmdb.org/t/p/w500//dPOyYnCkRbWAEem85N3VFpQODf5.jpg,5.511,https://www.youtube.com/embed/X2CQ4EXkdSA
Gunpowder Milkshake,2021,"Action, Crime, Thriller","To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen.",https://image.tmdb.org/t/p/w500//5AaKulwpUtkscAokKWtLenGTfVS.jpg,6.364,https://www.youtube.com/embed/YLMT5uXjFLY
The Lego Batman Movie,2017,"Animation, Action, Comedy, Family","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",https://image.tmdb.org/t/p/w500//snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,7.206,https://www.youtube.com/embed/ewbaQTEakUo
Night Teeth,2021,"Horror, Thriller, Action","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions—and their dangerous, shadowy underworld—he must fight to stay alive.",https://image.tmdb.org/t/p/w500//4niEFGAUEz3GUqwk9Y2y4aAERhE.jpg,6.474,https://www.youtube.com/embed/ZNu-G-rd4H4
Die Hard 2,1990,"Action, Thriller",,https://image.tmdb.org/t/p/w500//56QECFJxueUVJAppVxwEE9ZDYrn.jpg,6.917,https://www.youtube.com/embed/IoZCfS5290M
Kabaneri of the Iron Fortress: The Battle of Unato,2019,"Animation, Action, Fantasy, Adventure","Half a year after the events of the series ""Kabaneri of the Iron Fortress"", the team attempt to take back Unato castle.",https://image.tmdb.org/t/p/w500//1O5jE1w2wYkFInDHnWYa91TemOO.jpg,7.118,https://www.youtube.com/embed/None
Cell 211,2009,"Action, Thriller, Drama","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",https://image.tmdb.org/t/p/w500//koap5B3bQHQi3yaZ39vpWR66TGP.jpg,7.45,https://www.youtube.com/embed/Et37NAjAG7s
10.0 Earthquake,2014,"Drama, Adventure, Action","Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",https://image.tmdb.org/t/p/w500//whHYCb5olKfyaji5wKBMIT37sjT.jpg,5.0,https://www.youtube.com/embed/UqdESixDyEM
Chained Heat,1983,"Action, Crime, Drama, Thriller","Linda Blair plays Carol, a young woman who must serve 18 months in prison after driving drunk and killing a man. The prison turns out to be brimming with decadence, corruption and sleaze, where the other female inmates are sadistic crack-selling lesbian rapists and the guards and warden are no better.",https://image.tmdb.org/t/p/w500//iS3XhJEEmK7BfwsFFMoLVSCMQrn.jpg,5.19,https://www.youtube.com/embed/n_BQiU1JKos
You Don't Mess with the Zohan,2008,"Comedy, Action",An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,https://image.tmdb.org/t/p/w500//gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,5.682,https://www.youtube.com/embed/ucmnTmYpGhI
Dunkirk,2017,"War, Action, Drama","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",https://image.tmdb.org/t/p/w500//ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg,7.459,https://www.youtube.com/embed/mRx96o6bN-U
Sherlock Holmes: A Game of Shadows,2011,"Adventure, Action, Crime, Mystery","There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the detective.",https://image.tmdb.org/t/p/w500//y1MYZkwhZK6L0Jy4YMuPktzDOfn.jpg,7.126,https://www.youtube.com/embed/9FozQnaEZl8
The Other Guys,2010,"Action, Comedy, Crime","Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",https://image.tmdb.org/t/p/w500//gEz6vvd9zX1sa4e76qNMxawncX0.jpg,6.275,https://www.youtube.com/embed/D6WOoUG1eNo
RoboCop,2014,"Science Fiction, Action",,https://image.tmdb.org/t/p/w500//gM5ql3BKYmHG3WtZ0buKXN7xY8O.jpg,5.837,https://www.youtube.com/embed/rxVUT9N_LtQ
Dragonball Evolution,2009,"Action, Adventure, Fantasy, Science Fiction, Thriller",,https://image.tmdb.org/t/p/w500//23PcKOqNdhKeMFzORzQGn5eC44N.jpg,2.869,https://www.youtube.com/embed/T4_wHfz2qUA
Bleeding Steel,2017,"Action, Science Fiction, Thriller","Jackie Chan stars as a hardened special forces agent who fights to protect a young woman from a sinister criminal gang. At the same time, he feels a special connection to the young woman, like they met in a different life.",https://image.tmdb.org/t/p/w500//vL1KMUr0Jj6kEZ5YPZO7VQBZMLl.jpg,5.929,https://www.youtube.com/embed/PycUqhQxR1Y
Polar,2019,"Action, Crime, Drama","When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",https://image.tmdb.org/t/p/w500//qOBEpKVLl8Q9CZScbOcRRVISezV.jpg,6.251,https://www.youtube.com/embed/oMHwRal-AR8
The Transporter Refueled,2015,"Action, Thriller, Crime","The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",https://image.tmdb.org/t/p/w500//71kaQfdrMy0LHSeLRADsvlDGCgb.jpg,5.518,https://www.youtube.com/embed/w7RzoVChf_k
Spy,2015,"Action, Comedy, Crime","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",https://image.tmdb.org/t/p/w500//6On9Ed52fz8W1h9PzaDQ12ZfHdn.jpg,6.823,https://www.youtube.com/embed/ltijEmlyqlg
Sanctum,2011,"Action, Thriller","Master diver Frank McGuire has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team—including 17-year-old son Josh and financier Carl Hurley are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out.",https://image.tmdb.org/t/p/w500//zRUNv1CbeVtmTCNr6RLHnxV2QYm.jpg,6.0,https://www.youtube.com/embed/OBik92hLhAY
Blitz,2011,"Crime, Action, Thriller",A tough cop is dispatched to take down a serial killer who has been targeting police officers.,https://image.tmdb.org/t/p/w500//qjqmhhc7uLub22mhu4V6DjOBwXM.jpg,6.175,https://www.youtube.com/embed/1q-F7ZzjiJE
Gemini Man,2019,"Science Fiction, Action, Thriller","Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",https://image.tmdb.org/t/p/w500//uTALxjQU8e1lhmNjP9nnJ3t2pRU.jpg,6.317,https://www.youtube.com/embed/AdLHtq-M6oE
